Mobile_Device,bootstrap_sample_mean
iPhone 17 Pro Max,93.7111
iPhone 17 Pro Max,93.9388
iPhone 17 Pro Max,94.0054
iPhone 17 Pro Max,93.461
iPhone 17 Pro Max,96.1728
iPhone 17 Pro Max,94.3496
iPhone 17 Pro Max,93.3933
iPhone 17 Pro Max,95.2752
iPhone 17 Pro Max,92.1331
iPhone 17 Pro Max,95.3555
iPhone 17 Pro Max,92.7881
iPhone 17 Pro Max,91.9344
iPhone 17 Pro Max,94.1089
iPhone 17 Pro Max,93.8735
iPhone 17 Pro Max,92.2981
iPhone 17 Pro Max,91.6042
iPhone 17 Pro Max,93.6583
iPhone 17 Pro Max,95.3047
iPhone 17 Pro Max,95.6162
iPhone 17 Pro Max,93.2316
iPhone 17 Pro Max,93.6538
iPhone 17 Pro Max,93.9139
iPhone 17 Pro Max,94.1519
iPhone 17 Pro Max,94.9094
iPhone 17 Pro Max,93.5171
iPhone 17 Pro Max,94.6088
iPhone 17 Pro Max,95.8685
iPhone 17 Pro Max,95.2309
iPhone 17 Pro Max,92.0322
iPhone 17 Pro Max,95.3359
iPhone 17 Pro Max,93.8587
iPhone 17 Pro Max,93.8938
iPhone 17 Pro Max,94.1849
iPhone 17 Pro Max,95.0582
iPhone 17 Pro Max,95.3253
iPhone 17 Pro Max,94.808
iPhone 17 Pro Max,93.3605
iPhone 17 Pro Max,93.1456
iPhone 17 Pro Max,95.3231
iPhone 17 Pro Max,91.5017
iPhone 17 Pro Max,93.0006
iPhone 17 Pro Max,93.1675
iPhone 17 Pro Max,96.9557
iPhone 17 Pro Max,94.6908
iPhone 17 Pro Max,94.2815
iPhone 17 Pro Max,93.4081
iPhone 17 Pro Max,94.7771
iPhone 17 Pro Max,93.9917
iPhone 17 Pro Max,94.8618
iPhone 17 Pro Max,92.9125
iPhone 17 Pro Max,95.9796
iPhone 17 Pro Max,92.9466
iPhone 17 Pro Max,96.2097
iPhone 17 Pro Max,94.0186
iPhone 17 Pro Max,93.9935
iPhone 17 Pro Max,94.4548
iPhone 17 Pro Max,94.2242
iPhone 17 Pro Max,93.146
iPhone 17 Pro Max,94.4801
iPhone 17 Pro Max,95.4212
iPhone 17 Pro Max,92.6969
iPhone 17 Pro Max,92.1569
iPhone 17 Pro Max,92.0698
iPhone 17 Pro Max,94.1182
iPhone 17 Pro Max,94.3808
iPhone 17 Pro Max,94.307
iPhone 17 Pro Max,96.2639
iPhone 17 Pro Max,94.0918
iPhone 17 Pro Max,93.9552
iPhone 17 Pro Max,94.8119
iPhone 17 Pro Max,93.6125
iPhone 17 Pro Max,94.2558
iPhone 17 Pro Max,95.5517
iPhone 17 Pro Max,94.4015
iPhone 17 Pro Max,95.5212
iPhone 17 Pro Max,93.123
iPhone 17 Pro Max,93.1343
iPhone 17 Pro Max,93.6725
iPhone 17 Pro Max,95.2886
iPhone 17 Pro Max,94.9944
iPhone 17 Pro Max,93.418
iPhone 17 Pro Max,93.4927
iPhone 17 Pro Max,96.3616
iPhone 17 Pro Max,94.3973
iPhone 17 Pro Max,95.1075
iPhone 17 Pro Max,92.9433
iPhone 17 Pro Max,94.802
iPhone 17 Pro Max,94.3156
iPhone 17 Pro Max,93.0883
iPhone 17 Pro Max,95.7312
iPhone 17 Pro Max,93.0688
iPhone 17 Pro Max,94.7247
iPhone 17 Pro Max,94.9872
iPhone 17 Pro Max,95.7595
iPhone 17 Pro Max,95.7109
iPhone 17 Pro Max,95.7565
iPhone 17 Pro Max,94.5551
iPhone 17 Pro Max,94.734
iPhone 17 Pro Max,94.1254
iPhone 17 Pro Max,94.8585
iPhone 17 Pro Max,94.0176
iPhone 17 Pro Max,95.2626
iPhone 17 Pro Max,94.9437
iPhone 17 Pro Max,95.539
iPhone 17 Pro Max,94.7784
iPhone 17 Pro Max,93.6803
iPhone 17 Pro Max,93.6863
iPhone 17 Pro Max,96.112
iPhone 17 Pro Max,93.4486
iPhone 17 Pro Max,95.0185
iPhone 17 Pro Max,95.1921
iPhone 17 Pro Max,91.9917
iPhone 17 Pro Max,94.9784
iPhone 17 Pro Max,92.979
iPhone 17 Pro Max,93.3326
iPhone 17 Pro Max,94.3796
iPhone 17 Pro Max,94.5321
iPhone 17 Pro Max,94.6696
iPhone 17 Pro Max,92.9468
iPhone 17 Pro Max,95.4789
iPhone 17 Pro Max,95.8851
iPhone 17 Pro Max,95.0754
iPhone 17 Pro Max,95.3884
iPhone 17 Pro Max,92.7368
iPhone 17 Pro Max,95.4373
iPhone 17 Pro Max,95.2202
iPhone 17 Pro Max,95.6876
iPhone 17 Pro Max,94.8063
iPhone 17 Pro Max,94.1387
iPhone 17 Pro Max,93.9894
iPhone 17 Pro Max,94.6422
iPhone 17 Pro Max,94.6708
iPhone 17 Pro Max,92.7398
iPhone 17 Pro Max,93.0135
iPhone 17 Pro Max,93.0051
iPhone 17 Pro Max,96.1882
iPhone 17 Pro Max,94.5211
iPhone 17 Pro Max,95.4268
iPhone 17 Pro Max,93.7689
iPhone 17 Pro Max,95.4519
iPhone 17 Pro Max,93.4959
iPhone 17 Pro Max,96.4906
iPhone 17 Pro Max,95.0781
iPhone 17 Pro Max,92.2737
iPhone 17 Pro Max,95.3751
iPhone 17 Pro Max,94.0611
iPhone 17 Pro Max,95.3715
iPhone 17 Pro Max,94.7612
iPhone 17 Pro Max,93.9642
iPhone 17 Pro Max,93.4295
iPhone 17 Pro Max,93.2006
iPhone 17 Pro Max,94.4408
iPhone 17 Pro Max,94.6013
iPhone 17 Pro Max,93.2028
iPhone 17 Pro Max,95.1753
iPhone 17 Pro Max,95.07
iPhone 17 Pro Max,93.9052
iPhone 17 Pro Max,94.1972
iPhone 17 Pro Max,94.6746
iPhone 17 Pro Max,93.7662
iPhone 17 Pro Max,94.5995
iPhone 17 Pro Max,94.5113
iPhone 17 Pro Max,94.341
iPhone 17 Pro Max,94.6515
iPhone 17 Pro Max,94.0438
iPhone 17 Pro Max,94.5562
iPhone 17 Pro Max,95.0556
iPhone 17 Pro Max,95.7629
iPhone 17 Pro Max,94.7721
iPhone 17 Pro Max,93.138
iPhone 17 Pro Max,94.2968
iPhone 17 Pro Max,94.0785
iPhone 17 Pro Max,91.8378
iPhone 17 Pro Max,93.8804
iPhone 17 Pro Max,94.3398
iPhone 17 Pro Max,93.7591
iPhone 17 Pro Max,93.5519
iPhone 17 Pro Max,94.6528
iPhone 17 Pro Max,93.5809
iPhone 17 Pro Max,94.7414
iPhone 17 Pro Max,94.8001
iPhone 17 Pro Max,92.8439
iPhone 17 Pro Max,94.0568
iPhone 17 Pro Max,95.1265
iPhone 17 Pro Max,93.7595
iPhone 17 Pro Max,95.1238
iPhone 17 Pro Max,93.9992
iPhone 17 Pro Max,94.1648
iPhone 17 Pro Max,93.7088
iPhone 17 Pro Max,95.8865
iPhone 17 Pro Max,94.4242
iPhone 17 Pro Max,94.9946
iPhone 17 Pro Max,93.3855
iPhone 17 Pro Max,93.4805
iPhone 17 Pro Max,94.8053
iPhone 17 Pro Max,93.0903
iPhone 17 Pro Max,93.5913
iPhone 17 Pro Max,93.3415
iPhone 17 Pro Max,95.4069
iPhone 17 Pro Max,95.7816
iPhone 17 Pro Max,95.5911
iPhone 17 Pro Max,95.2563
iPhone 17 Pro Max,93.569
iPhone 17 Pro Max,93.5721
iPhone 17 Pro Max,95.5489
iPhone 17 Pro Max,94.1388
iPhone 17 Pro Max,93.459
iPhone 17 Pro Max,94.1494
iPhone 17 Pro Max,94.2286
iPhone 17 Pro Max,93.0246
iPhone 17 Pro Max,94.1685
iPhone 17 Pro Max,93.7642
iPhone 17 Pro Max,94.1281
iPhone 17 Pro Max,94.1029
iPhone 17 Pro Max,94.9306
iPhone 17 Pro Max,94.9629
iPhone 17 Pro Max,95.3801
iPhone 17 Pro Max,94.8695
iPhone 17 Pro Max,96.4895
iPhone 17 Pro Max,94.2688
iPhone 17 Pro Max,92.1815
iPhone 17 Pro Max,94.6854
iPhone 17 Pro Max,94.7486
Google Pixel 10 Pro,92.1822
Google Pixel 10 Pro,93.2441
Google Pixel 10 Pro,91.4678
Google Pixel 10 Pro,90.9318
Google Pixel 10 Pro,93.6955
Google Pixel 10 Pro,92.3193
Google Pixel 10 Pro,92.7698
Google Pixel 10 Pro,93.1809
Google Pixel 10 Pro,92.677
Google Pixel 10 Pro,93.3211
Google Pixel 10 Pro,92.9824
Google Pixel 10 Pro,93.8586
Google Pixel 10 Pro,94.1782
Google Pixel 10 Pro,92.6355
Google Pixel 10 Pro,93.6998
Google Pixel 10 Pro,92.4003
Google Pixel 10 Pro,92.1885
Google Pixel 10 Pro,91.3454
Google Pixel 10 Pro,93.0775
Google Pixel 10 Pro,92.0024
Google Pixel 10 Pro,92.8983
Google Pixel 10 Pro,91.0377
Google Pixel 10 Pro,93.7906
Google Pixel 10 Pro,92.4068
Google Pixel 10 Pro,91.8352
Google Pixel 10 Pro,93.6721
Google Pixel 10 Pro,92.8518
Google Pixel 10 Pro,93.0354
Google Pixel 10 Pro,93.9864
Google Pixel 10 Pro,91.7243
Google Pixel 10 Pro,91.9493
Google Pixel 10 Pro,92.2321
Google Pixel 10 Pro,92.3889
Google Pixel 10 Pro,93.2503
Google Pixel 10 Pro,88.427
Google Pixel 10 Pro,93.9252
Google Pixel 10 Pro,90.6949
Google Pixel 10 Pro,93.5879
Google Pixel 10 Pro,93.7953
Google Pixel 10 Pro,93.311
Google Pixel 10 Pro,94.35
Google Pixel 10 Pro,93.3815
Google Pixel 10 Pro,91.8284
Google Pixel 10 Pro,92.6515
Google Pixel 10 Pro,91.7766
Google Pixel 10 Pro,92.4042
Google Pixel 10 Pro,93.5846
Google Pixel 10 Pro,94.4377
Google Pixel 10 Pro,94.4278
Google Pixel 10 Pro,91.9437
Google Pixel 10 Pro,92.3514
Google Pixel 10 Pro,91.4219
Google Pixel 10 Pro,92.6564
Google Pixel 10 Pro,93.6181
Google Pixel 10 Pro,92.1823
Google Pixel 10 Pro,93.3846
Google Pixel 10 Pro,91.9508
Google Pixel 10 Pro,92.0736
Google Pixel 10 Pro,93.4627
Google Pixel 10 Pro,91.4137
Google Pixel 10 Pro,90.2991
Google Pixel 10 Pro,93.554
Google Pixel 10 Pro,93.4595
Google Pixel 10 Pro,93.6259
Google Pixel 10 Pro,93.0828
Google Pixel 10 Pro,94.0654
Google Pixel 10 Pro,91.3906
Google Pixel 10 Pro,93.5286
Google Pixel 10 Pro,91.2823
Google Pixel 10 Pro,93.5117
Google Pixel 10 Pro,92.2041
Google Pixel 10 Pro,93.9757
Google Pixel 10 Pro,94.1852
Google Pixel 10 Pro,91.5159
Google Pixel 10 Pro,93.8825
Google Pixel 10 Pro,91.9253
Google Pixel 10 Pro,94.2538
Google Pixel 10 Pro,92.142
Google Pixel 10 Pro,91.2887
Google Pixel 10 Pro,91.9562
Google Pixel 10 Pro,93.5704
Google Pixel 10 Pro,93.6742
Google Pixel 10 Pro,92.8763
Google Pixel 10 Pro,93.8542
Google Pixel 10 Pro,94.2718
Google Pixel 10 Pro,92.4403
Google Pixel 10 Pro,91.8224
Google Pixel 10 Pro,92.2404
Google Pixel 10 Pro,93.4987
Google Pixel 10 Pro,92.7542
Google Pixel 10 Pro,93.0368
Google Pixel 10 Pro,92.7445
Google Pixel 10 Pro,91.7178
Google Pixel 10 Pro,94.3206
Google Pixel 10 Pro,92.5984
Google Pixel 10 Pro,92.2742
Google Pixel 10 Pro,93.5816
Google Pixel 10 Pro,94.8394
Google Pixel 10 Pro,93.6402
Google Pixel 10 Pro,93.0586
Google Pixel 10 Pro,92.3303
Google Pixel 10 Pro,94.2852
Google Pixel 10 Pro,92.6444
Google Pixel 10 Pro,92.8344
Google Pixel 10 Pro,93.6054
Google Pixel 10 Pro,93.8032
Google Pixel 10 Pro,93.8104
Google Pixel 10 Pro,92.2727
Google Pixel 10 Pro,91.6283
Google Pixel 10 Pro,91.9898
Google Pixel 10 Pro,92.5418
Google Pixel 10 Pro,93.0685
Google Pixel 10 Pro,93.0955
Google Pixel 10 Pro,91.647
Google Pixel 10 Pro,93.0749
Google Pixel 10 Pro,92.5946
Google Pixel 10 Pro,94.0645
Google Pixel 10 Pro,92.387
Google Pixel 10 Pro,93.4126
Google Pixel 10 Pro,93.1771
Google Pixel 10 Pro,93.7944
Google Pixel 10 Pro,92.7155
Google Pixel 10 Pro,91.2443
Google Pixel 10 Pro,92.7237
Google Pixel 10 Pro,91.8606
Google Pixel 10 Pro,92.8043
Google Pixel 10 Pro,93.6901
Google Pixel 10 Pro,93.1277
Google Pixel 10 Pro,91.774
Google Pixel 10 Pro,92.4163
Google Pixel 10 Pro,92.4756
Google Pixel 10 Pro,94.0185
Google Pixel 10 Pro,91.756
Google Pixel 10 Pro,93.8905
Google Pixel 10 Pro,91.1842
Google Pixel 10 Pro,91.8215
Google Pixel 10 Pro,92.4266
Google Pixel 10 Pro,93.1447
Google Pixel 10 Pro,93.3834
Google Pixel 10 Pro,93.8933
Google Pixel 10 Pro,91.3339
Google Pixel 10 Pro,91.8978
Google Pixel 10 Pro,92.9751
Google Pixel 10 Pro,93.2656
Google Pixel 10 Pro,93.0761
Google Pixel 10 Pro,92.8304
Google Pixel 10 Pro,93.2089
Google Pixel 10 Pro,93.0359
Google Pixel 10 Pro,91.8963
Google Pixel 10 Pro,92.5496
Google Pixel 10 Pro,93.1318
Google Pixel 10 Pro,93.9925
Google Pixel 10 Pro,93.2973
Google Pixel 10 Pro,93.8525
Google Pixel 10 Pro,93.4676
Google Pixel 10 Pro,91.0819
Google Pixel 10 Pro,91.2898
Google Pixel 10 Pro,94.4005
Google Pixel 10 Pro,93.4963
Google Pixel 10 Pro,93.6435
Google Pixel 10 Pro,94.2126
Google Pixel 10 Pro,89.9678
Google Pixel 10 Pro,92.0905
Google Pixel 10 Pro,92.1858
Google Pixel 10 Pro,91.9912
Google Pixel 10 Pro,96.2683
Google Pixel 10 Pro,92.8901
Google Pixel 10 Pro,92.1138
Google Pixel 10 Pro,93.2592
Google Pixel 10 Pro,92.8393
Google Pixel 10 Pro,93.1765
Google Pixel 10 Pro,92.8642
Google Pixel 10 Pro,90.9731
Google Pixel 10 Pro,91.8713
Google Pixel 10 Pro,91.8055
Google Pixel 10 Pro,91.3597
Google Pixel 10 Pro,92.5655
Google Pixel 10 Pro,94.0335
Google Pixel 10 Pro,93.0652
Google Pixel 10 Pro,92.1035
Google Pixel 10 Pro,93.2257
Google Pixel 10 Pro,92.8193
Google Pixel 10 Pro,88.8323
Google Pixel 10 Pro,92.2065
Google Pixel 10 Pro,93.4195
Google Pixel 10 Pro,92.7473
Google Pixel 10 Pro,93.1057
Google Pixel 10 Pro,93.6151
Google Pixel 10 Pro,94.0941
Google Pixel 10 Pro,93.1527
Google Pixel 10 Pro,91.4294
Google Pixel 10 Pro,94.6394
Google Pixel 10 Pro,94.8013
Google Pixel 10 Pro,92.3284
Google Pixel 10 Pro,90.1804
Google Pixel 10 Pro,91.6205
Google Pixel 10 Pro,95.3947
Google Pixel 10 Pro,93.662
Google Pixel 10 Pro,94.0735
Google Pixel 10 Pro,91.6272
Google Pixel 10 Pro,93.5032
Google Pixel 10 Pro,93.0449
Google Pixel 10 Pro,91.7044
Google Pixel 10 Pro,91.6687
Google Pixel 10 Pro,91.6527
Google Pixel 10 Pro,91.5014
Google Pixel 10 Pro,93.63
Google Pixel 10 Pro,93.3081
Google Pixel 10 Pro,93.8916
Google Pixel 10 Pro,93.4905
Google Pixel 10 Pro,94.0241
Google Pixel 10 Pro,93.484
Google Pixel 10 Pro,93.6241
Google Pixel 10 Pro,94.3834
Google Pixel 10 Pro,93.4237
Google Pixel 10 Pro,90.7725
Google Pixel 10 Pro,93.3105
Google Pixel 10 Pro,91.149
Google Pixel 10 Pro,91.0989
Google Pixel 10 Pro,90.9837
Google Pixel 10 Pro,91.9566
Google Pixel 10 Pro,93.4718
Google Pixel 10 Pro,93.443
Google Pixel 10 Pro,92.0583
Google Pixel 10 Pro,93.305
Google Pixel 10 Pro,93.6442
Google Pixel 10 Pro,91.4923
Google Pixel 10 Pro,92.7893
Google Pixel 10 Pro,93.5574
Google Pixel 10 Pro,92.8996
Google Pixel 10 Pro,95.014
Google Pixel 10 Pro,92.7775
Google Pixel 10 Pro,95.175
Google Pixel 10 Pro,93.5038
Google Pixel 10 Pro,93.3716
Google Pixel 10 Pro,93.0921
Google Pixel 10 Pro,90.3798
Google Pixel 10 Pro,93.3895
Google Pixel 10 Pro,94.5365
Google Pixel 10 Pro,92.2635
Google Pixel 10 Pro,93.3361
Google Pixel 10 Pro,93.1245
Google Pixel 10 Pro,94.1987
Google Pixel 10 Pro,94.6489
Google Pixel 10 Pro,93.3524
Google Pixel 10 Pro,92.9003
Google Pixel 10 Pro,93.0727
Google Pixel 10 Pro,93.2669
Google Pixel 10 Pro,91.4496
Google Pixel 10 Pro,92.3815
Google Pixel 10 Pro,92.8923
Google Pixel 10 Pro,93.8774
Google Pixel 10 Pro,92.8178
Google Pixel 10 Pro,91.1777
Google Pixel 10 Pro,92.4382
Google Pixel 10 Pro,92.7798
Google Pixel 10 Pro,93.5679
Google Pixel 10 Pro,90.9333
Google Pixel 10 Pro,94.3437
Google Pixel 10 Pro,90.1207
Google Pixel 10 Pro,92.5709
Google Pixel 10 Pro,93.7551
Google Pixel 10 Pro,92.4624
Google Pixel 10 Pro,92.9122
Google Pixel 10 Pro,93.1839
Google Pixel 10 Pro,93.6642
Google Pixel 10 Pro,92.1241
Google Pixel 10 Pro,91.9786
Google Pixel 10 Pro,91.0306
Google Pixel 10 Pro,93.2501
Google Pixel 10 Pro,94.0318
Google Pixel 10 Pro,93.7316
Google Pixel 10 Pro,92.3213
Google Pixel 10 Pro,93.6473
Google Pixel 10 Pro,92.5229
Google Pixel 10 Pro,92.8063
Google Pixel 10 Pro,92.9765
Google Pixel 10 Pro,93.9559
Google Pixel 10 Pro,93.7495
Google Pixel 10 Pro,93.6156
Google Pixel 10 Pro,93.8985
Google Pixel 10 Pro,91.2455
Google Pixel 10 Pro,91.8959
Google Pixel 10 Pro,93.935
Google Pixel 10 Pro,92.2168
Google Pixel 10 Pro,93.3783
Google Pixel 10 Pro,93.0509
Google Pixel 10 Pro,93.8525
Google Pixel 10 Pro,93.1417
Google Pixel 10 Pro,94.6932
Google Pixel 10 Pro,93.4385
Google Pixel 10 Pro,92.4838
Google Pixel 10 Pro,92.9611
Google Pixel 10 Pro,94.0748
Google Pixel 10 Pro,92.5223
Google Pixel 10 Pro,92.788
Google Pixel 10 Pro,92.2953
Google Pixel 10 Pro,92.0511
Google Pixel 10 Pro,93.2788
Google Pixel 10 Pro,91.7269
Google Pixel 10 Pro,93.0628
Google Pixel 10 Pro,92.0609
Google Pixel 10 Pro,93.1747
Google Pixel 10 Pro,91.5743
Google Pixel 10 Pro,93.2151
Google Pixel 10 Pro,92.779
Google Pixel 10 Pro,92.6898
Google Pixel 10 Pro,92.7346
Google Pixel 10 Pro,91.4202
Google Pixel 10 Pro,93.5014
Google Pixel 10 Pro,91.9963
Google Pixel 10 Pro,92.745
Google Pixel 10 Pro,92.2987
Google Pixel 10 Pro,92.5831
Google Pixel 10 Pro,93.7109
Google Pixel 10 Pro,91.5365
Google Pixel 10 Pro,93.5743
Google Pixel 10 Pro,95.0195
Google Pixel 10 Pro,92.7123
Google Pixel 10 Pro,93.5847
Google Pixel 10 Pro,93.2069
Google Pixel 10 Pro,93.2606
Google Pixel 10 Pro,93.4533
Google Pixel 10 Pro,92.9233
Google Pixel 10 Pro,92.9904
Google Pixel 10 Pro,91.6584
Google Pixel 10 Pro,92.1133
Google Pixel 10 Pro,93.8364
Google Pixel 10 Pro,91.5598
Google Pixel 10 Pro,92.6278
Google Pixel 10 Pro,92.2668
Google Pixel 10 Pro,92.0647
Google Pixel 10 Pro,94.9427
Google Pixel 10 Pro,92.9566
Google Pixel 10 Pro,92.6056
Google Pixel 10 Pro,94.2332
Google Pixel 10 Pro,93.2875
Google Pixel 10 Pro,93.6016
Google Pixel 10 Pro,92.4714
Google Pixel 10 Pro,92.1301
Google Pixel 10 Pro,92.5521
Google Pixel 10 Pro,94.472
Google Pixel 10 Pro,92.7074
Google Pixel 10 Pro,92.167
Google Pixel 10 Pro,90.6394
Google Pixel 10 Pro,93.4176
Google Pixel 10 Pro,92.2412
Google Pixel 10 Pro,94.0019
Google Pixel 10 Pro,94.55
Google Pixel 10 Pro,92.9342
Google Pixel 10 Pro,91.6658
Google Pixel 10 Pro,91.3732
Google Pixel 10 Pro,93.153
Google Pixel 10 Pro,92.4742
Google Pixel 10 Pro,91.2792
Google Pixel 10 Pro,94.3657
Google Pixel 10 Pro,92.589
Google Pixel 10 Pro,93.4067
Google Pixel 10 Pro,92.8365
Google Pixel 10 Pro,92.8421
Google Pixel 10 Pro,93.6601
Google Pixel 10 Pro,91.4098
Google Pixel 10 Pro,94.4526
Google Pixel 10 Pro,92.5242
Google Pixel 10 Pro,93.8194
Google Pixel 10 Pro,92.7638
Google Pixel 10 Pro,91.3592
Google Pixel 10 Pro,92.2655
Google Pixel 10 Pro,92.1523
Google Pixel 10 Pro,92.3383
Google Pixel 10 Pro,92.6212
Google Pixel 10 Pro,91.3763
Google Pixel 10 Pro,93.6408
Google Pixel 10 Pro,91.8551
Google Pixel 10 Pro,93.4376
Google Pixel 10 Pro,92.841
Google Pixel 10 Pro,91.5193
Google Pixel 10 Pro,93.1319
Google Pixel 10 Pro,92.219
Google Pixel 10 Pro,93.9598
Google Pixel 10 Pro,93.6703
Google Pixel 10 Pro,94.1418
Google Pixel 10 Pro,93.1023
Google Pixel 10 Pro,92.451
Google Pixel 10 Pro,93.0601
Google Pixel 10 Pro,93.4299
Google Pixel 10 Pro,92.7875
Google Pixel 10 Pro,93.8278
Google Pixel 10 Pro,91.9898
Google Pixel 10 Pro,94.2801
Google Pixel 10 Pro,91.2885
Google Pixel 10 Pro,92.5302
Google Pixel 10 Pro,92.7291
Google Pixel 10 Pro,93.1933
Google Pixel 10 Pro,92.0431
Google Pixel 10 Pro,93.0301
Google Pixel 10 Pro,91.341
Google Pixel 10 Pro,93.7935
Google Pixel 10 Pro,92.5749
Google Pixel 10 Pro,93.6832
Google Pixel 10 Pro,92.5879
Google Pixel 10 Pro,92.2122
Google Pixel 10 Pro,91.0045
Google Pixel 10 Pro,93.1458
Google Pixel 10 Pro,92.9035
Google Pixel 10 Pro,92.9149
Google Pixel 10 Pro,93.4104
Google Pixel 10 Pro,93.362
Google Pixel 10 Pro,93.5736
Google Pixel 10 Pro,93.1949
Google Pixel 10 Pro,93.1675
Google Pixel 10 Pro,92.9714
Google Pixel 10 Pro,92.8761
Google Pixel 10 Pro,93.2132
Google Pixel 10 Pro,94.9907
Google Pixel 10 Pro,93.4398
Google Pixel 10 Pro,93.6281
Google Pixel 10 Pro,92.5899
Google Pixel 10 Pro,93.177
Google Pixel 10 Pro,93.0153
Google Pixel 10 Pro,92.5833
Google Pixel 10 Pro,93.0638
Google Pixel 10 Pro,91.7393
Google Pixel 10 Pro,93.5858
Google Pixel 10 Pro,92.7439
Google Pixel 10 Pro,93.2512
Google Pixel 10 Pro,92.3533
Google Pixel 10 Pro,92.5809
Google Pixel 10 Pro,91.5536
Google Pixel 10 Pro,92.6914
Google Pixel 10 Pro,92.6696
Google Pixel 10 Pro,91.9338
Google Pixel 10 Pro,94.5577
Google Pixel 10 Pro,93.9265
Google Pixel 10 Pro,92.9313
Google Pixel 10 Pro,90.9344
Google Pixel 10 Pro,94.1471
Google Pixel 10 Pro,92.8722
Google Pixel 10 Pro,91.795
Google Pixel 10 Pro,93.6534
Google Pixel 10 Pro,92.3687
Google Pixel 10 Pro,91.7876
Google Pixel 10 Pro,94.4038
Google Pixel 10 Pro,93.4353
Google Pixel 10 Pro,92.5889
Google Pixel 10 Pro,92.4185
Google Pixel 10 Pro,93.6501
Google Pixel 10 Pro,93.404
Google Pixel 10 Pro,93.1522
Google Pixel 10 Pro,92.22
Google Pixel 10 Pro,94.3759
Google Pixel 10 Pro,92.5912
Google Pixel 10 Pro,92.8148
Google Pixel 10 Pro,92.3392
Google Pixel 10 Pro,94.2944
Google Pixel 10 Pro,91.687
Google Pixel 10 Pro,94.2328
Google Pixel 10 Pro,94.591
Google Pixel 10 Pro,92.2679
Google Pixel 10 Pro,93.831
Google Pixel 10 Pro,94.8205
Google Pixel 10 Pro,93.2254
Google Pixel 10 Pro,93.0629
Google Pixel 10 Pro,93.9001
Google Pixel 10 Pro,91.3138
Google Pixel 10 Pro,93.369
Google Pixel 10 Pro,92.636
Google Pixel 10 Pro,93.2883
Google Pixel 10 Pro,91.8237
Google Pixel 10 Pro,91.5722
Google Pixel 10 Pro,92.4153
Google Pixel 10 Pro,95.1489
Google Pixel 10 Pro,92.5094
Google Pixel 10 Pro,93.6929
Google Pixel 10 Pro,93.4926
Google Pixel 10 Pro,93.4226
Google Pixel 10 Pro,92.8898
Google Pixel 10 Pro,93.5082
Google Pixel 10 Pro,93.2244
Google Pixel 10 Pro,92.9146
Google Pixel 10 Pro,94.1944
Google Pixel 10 Pro,92.7084
Google Pixel 10 Pro,92.2023
Google Pixel 10 Pro,92.8615
Google Pixel 10 Pro,90.7228
Google Pixel 10 Pro,91.7419
Google Pixel 10 Pro,89.6942
Google Pixel 10 Pro,92.9732
Google Pixel 10 Pro,91.9914
Google Pixel 10 Pro,93.9898
Google Pixel 10 Pro,93.6979
Google Pixel 10 Pro,90.8957
Google Pixel 10 Pro,93.4385
Google Pixel 10 Pro,93.0827
Google Pixel 10 Pro,94.4883
Google Pixel 10 Pro,90.1378
Google Pixel 10 Pro,94.5615
Google Pixel 10 Pro,93.634
Google Pixel 10 Pro,91.9822
Google Pixel 10 Pro,94.0112
Google Pixel 10 Pro,93.1424
Google Pixel 10 Pro,93.3933
Google Pixel 10 Pro,94.4474
Google Pixel 10 Pro,93.6148
Google Pixel 10 Pro,92.1372
Google Pixel 10 Pro,93.462
Google Pixel 10 Pro,92.3368
Google Pixel 10 Pro,92.4679
Google Pixel 10 Pro,93.7444
Google Pixel 10 Pro,92.9632
Google Pixel 10 Pro,93.7668
Google Pixel 10 Pro,93.8991
Google Pixel 10 Pro,92.0572
Google Pixel 10 Pro,91.9507
Google Pixel 10 Pro,93.3888
Google Pixel 10 Pro,92.1543
Google Pixel 10 Pro,90.3989
Google Pixel 10 Pro,94.7776
Google Pixel 10 Pro,90.7457
Google Pixel 10 Pro,93.6023
Google Pixel 10 Pro,94.1218
Google Pixel 10 Pro,94.9114
Google Pixel 10 Pro,92.7845
Google Pixel 10 Pro,91.4388
Google Pixel 10 Pro,93.8136
Google Pixel 10 Pro,93.0593
Google Pixel 10 Pro,92.475
Google Pixel 10 Pro,92.4079
Google Pixel 10 Pro,92.2175
Google Pixel 10 Pro,92.4741
Google Pixel 10 Pro,94.0242
Google Pixel 10 Pro,93.6357
Google Pixel 10 Pro,93.0224
Google Pixel 10 Pro,93.1515
Google Pixel 10 Pro,92.4741
Google Pixel 10 Pro,94.3027
Google Pixel 10 Pro,94.2612
Google Pixel 10 Pro,92.0652
Google Pixel 10 Pro,93.3615
Google Pixel 10 Pro,92.6222
Google Pixel 10 Pro,92.5125
Google Pixel 10 Pro,91.3873
Google Pixel 10 Pro,92.4923
Google Pixel 10 Pro,93.4647
Google Pixel 10 Pro,94.2472
Google Pixel 10 Pro,92.2845
Google Pixel 10 Pro,93.7352
Google Pixel 10 Pro,92.4333
Google Pixel 10 Pro,94.423
Google Pixel 10 Pro,93.0551
Google Pixel 10 Pro,90.2923
Google Pixel 10 Pro,92.7964
Google Pixel 10 Pro,93.3525
Google Pixel 10 Pro,92.2796
Google Pixel 10 Pro,90.6123
Google Pixel 10 Pro,92.8459
Google Pixel 10 Pro,93.653
