Mobile_Device,bootstrap_sample_mean
Google Pixel 10 Pro,91.1158
Google Pixel 10 Pro,92.9095
Google Pixel 10 Pro,94.7543
Google Pixel 10 Pro,95.1376
Google Pixel 10 Pro,92.5875
Google Pixel 10 Pro,93.0745
Google Pixel 10 Pro,91.505
Google Pixel 10 Pro,92.1859
Google Pixel 10 Pro,92.6424
Google Pixel 10 Pro,93.9637
Google Pixel 10 Pro,92.7727
Google Pixel 10 Pro,91.6962
Google Pixel 10 Pro,92.057
Google Pixel 10 Pro,93.7315
Google Pixel 10 Pro,92.345
Google Pixel 10 Pro,92.9177
Google Pixel 10 Pro,92.1456
Google Pixel 10 Pro,92.4662
Google Pixel 10 Pro,92.8619
Google Pixel 10 Pro,92.9525
Google Pixel 10 Pro,94.3284
Google Pixel 10 Pro,93.1948
Google Pixel 10 Pro,94.6113
Google Pixel 10 Pro,94.2372
Google Pixel 10 Pro,91.127
Google Pixel 10 Pro,93.062
Google Pixel 10 Pro,91.4165
Google Pixel 10 Pro,91.5146
Google Pixel 10 Pro,92.0636
Google Pixel 10 Pro,93.7027
Google Pixel 10 Pro,93.7245
Google Pixel 10 Pro,91.5018
Google Pixel 10 Pro,92.0864
Google Pixel 10 Pro,91.047
Google Pixel 10 Pro,92.9602
Google Pixel 10 Pro,91.9048
Google Pixel 10 Pro,91.4223
Google Pixel 10 Pro,92.6494
Google Pixel 10 Pro,93.3255
Google Pixel 10 Pro,93.4401
Google Pixel 10 Pro,93.9139
Google Pixel 10 Pro,92.7348
Google Pixel 10 Pro,91.4383
Google Pixel 10 Pro,91.6875
Google Pixel 10 Pro,92.0189
Google Pixel 10 Pro,93.3195
Google Pixel 10 Pro,93.4204
Google Pixel 10 Pro,92.8463
Google Pixel 10 Pro,92.4898
Google Pixel 10 Pro,93.7265
Google Pixel 10 Pro,92.3761
Google Pixel 10 Pro,94.9334
Google Pixel 10 Pro,93.6174
Google Pixel 10 Pro,95.221
Google Pixel 10 Pro,91.68
Google Pixel 10 Pro,91.428
Google Pixel 10 Pro,92.9497
Google Pixel 10 Pro,94.0356
Google Pixel 10 Pro,91.6903
Google Pixel 10 Pro,94.0435
Google Pixel 10 Pro,91.2435
Google Pixel 10 Pro,90.7525
Google Pixel 10 Pro,92.3322
Google Pixel 10 Pro,93.3958
Google Pixel 10 Pro,91.8561
Google Pixel 10 Pro,91.2051
Google Pixel 10 Pro,91.6592
Google Pixel 10 Pro,93.9544
Google Pixel 10 Pro,90.6898
Google Pixel 10 Pro,94.615
Google Pixel 10 Pro,92.0207
Google Pixel 10 Pro,93.4896
Google Pixel 10 Pro,92.1102
Google Pixel 10 Pro,93.2776
Google Pixel 10 Pro,94.402
Google Pixel 10 Pro,92.9102
Google Pixel 10 Pro,94.5431
Google Pixel 10 Pro,93.2286
Google Pixel 10 Pro,92.6689
Google Pixel 10 Pro,93.3135
Google Pixel 10 Pro,92.2276
Google Pixel 10 Pro,92.3211
Google Pixel 10 Pro,93.6491
Google Pixel 10 Pro,91.7123
Google Pixel 10 Pro,90.9579
Google Pixel 10 Pro,93.2086
Google Pixel 10 Pro,91.5118
Google Pixel 10 Pro,91.9379
Google Pixel 10 Pro,95.6716
Google Pixel 10 Pro,94.174
Google Pixel 10 Pro,94.1538
Google Pixel 10 Pro,92.0997
Google Pixel 10 Pro,93.2327
Google Pixel 10 Pro,93.232
Google Pixel 10 Pro,93.8335
Google Pixel 10 Pro,92.6715
Google Pixel 10 Pro,92.4005
Google Pixel 10 Pro,93.4275
Google Pixel 10 Pro,93.6585
Google Pixel 10 Pro,92.175
Google Pixel 10 Pro,93.2291
Google Pixel 10 Pro,92.0838
Google Pixel 10 Pro,93.8003
Google Pixel 10 Pro,93.6622
Google Pixel 10 Pro,93.7229
Google Pixel 10 Pro,92.9852
Google Pixel 10 Pro,93.841
Google Pixel 10 Pro,93.4594
Google Pixel 10 Pro,95.0971
Google Pixel 10 Pro,92.3784
Google Pixel 10 Pro,93.8708
Google Pixel 10 Pro,92.6396
Google Pixel 10 Pro,91.7852
Google Pixel 10 Pro,93.088
Google Pixel 10 Pro,93.4082
Google Pixel 10 Pro,92.9533
Google Pixel 10 Pro,93.3077
Google Pixel 10 Pro,90.9086
Google Pixel 10 Pro,92.3447
Google Pixel 10 Pro,92.811
Google Pixel 10 Pro,92.8708
Google Pixel 10 Pro,94.0232
Google Pixel 10 Pro,92.7047
Google Pixel 10 Pro,92.6937
Google Pixel 10 Pro,92.9652
Google Pixel 10 Pro,92.5248
Google Pixel 10 Pro,91.3676
Google Pixel 10 Pro,92.421
Google Pixel 10 Pro,94.5782
Google Pixel 10 Pro,93.084
Google Pixel 10 Pro,92.2944
Google Pixel 10 Pro,92.4321
Google Pixel 10 Pro,92.6098
Google Pixel 10 Pro,91.3212
Google Pixel 10 Pro,90.0911
Google Pixel 10 Pro,92.5779
Google Pixel 10 Pro,92.6242
Google Pixel 10 Pro,92.9658
Google Pixel 10 Pro,91.835
Google Pixel 10 Pro,91.4763
Google Pixel 10 Pro,93.0366
Google Pixel 10 Pro,91.6925
Google Pixel 10 Pro,92.0912
Google Pixel 10 Pro,92.8781
Google Pixel 10 Pro,94.3967
Google Pixel 10 Pro,91.0275
Google Pixel 10 Pro,94.2585
Google Pixel 10 Pro,94.5633
Google Pixel 10 Pro,92.7099
Google Pixel 10 Pro,91.5425
Google Pixel 10 Pro,94.2615
Google Pixel 10 Pro,93.4421
Google Pixel 10 Pro,92.2653
Google Pixel 10 Pro,91.3892
Google Pixel 10 Pro,93.0227
Google Pixel 10 Pro,92.3821
Google Pixel 10 Pro,93.2467
Google Pixel 10 Pro,93.9828
Google Pixel 10 Pro,91.8058
Google Pixel 10 Pro,92.7631
Google Pixel 10 Pro,91.955
Google Pixel 10 Pro,92.6766
Google Pixel 10 Pro,90.8626
Google Pixel 10 Pro,95.3358
Google Pixel 10 Pro,92.6998
Google Pixel 10 Pro,94.8159
Google Pixel 10 Pro,93.464
Google Pixel 10 Pro,94.2831
Google Pixel 10 Pro,94.9374
Google Pixel 10 Pro,94.2456
Google Pixel 10 Pro,91.7596
Google Pixel 10 Pro,93.7609
Google Pixel 10 Pro,92.9278
Google Pixel 10 Pro,92.7949
Google Pixel 10 Pro,92.6657
Google Pixel 10 Pro,94.291
Google Pixel 10 Pro,91.731
Google Pixel 10 Pro,90.696
Google Pixel 10 Pro,93.4456
Google Pixel 10 Pro,92.9672
Google Pixel 10 Pro,93.0791
Google Pixel 10 Pro,93.7465
Google Pixel 10 Pro,91.9931
Google Pixel 10 Pro,92.219
Google Pixel 10 Pro,91.3545
Google Pixel 10 Pro,91.7448
Google Pixel 10 Pro,92.8335
Google Pixel 10 Pro,94.6277
Google Pixel 10 Pro,90.7602
Google Pixel 10 Pro,91.9482
Google Pixel 10 Pro,95.2355
Google Pixel 10 Pro,94.5717
Google Pixel 10 Pro,89.4597
Google Pixel 10 Pro,91.4965
Google Pixel 10 Pro,91.6909
Google Pixel 10 Pro,92.7697
Google Pixel 10 Pro,93.2408
Google Pixel 10 Pro,91.9437
Google Pixel 10 Pro,92.279
Google Pixel 10 Pro,93.0494
Google Pixel 10 Pro,91.5758
Google Pixel 10 Pro,94.031
Google Pixel 10 Pro,92.2415
Google Pixel 10 Pro,91.5951
Google Pixel 10 Pro,93.317
Google Pixel 10 Pro,93.3267
Google Pixel 10 Pro,92.6098
Google Pixel 10 Pro,92.6098
Google Pixel 10 Pro,93.6329
Google Pixel 10 Pro,92.1338
Google Pixel 10 Pro,93.4818
Google Pixel 10 Pro,92.0645
Google Pixel 10 Pro,93.3208
Google Pixel 10 Pro,92.7142
Google Pixel 10 Pro,93.8377
Google Pixel 10 Pro,91.8044
Google Pixel 10 Pro,93.727
Google Pixel 10 Pro,93.771
Google Pixel 10 Pro,94.1669
Google Pixel 10 Pro,92.6904
Google Pixel 10 Pro,92.3382
Google Pixel 10 Pro,91.7971
Google Pixel 10 Pro,94.3949
Google Pixel 10 Pro,94.2436
Google Pixel 10 Pro,93.757
Google Pixel 10 Pro,93.8189
Google Pixel 10 Pro,91.2101
Google Pixel 10 Pro,93.1746
Google Pixel 10 Pro,92.4001
Google Pixel 10 Pro,94.0625
Google Pixel 10 Pro,92.9761
Google Pixel 10 Pro,93.4592
Google Pixel 10 Pro,91.7569
Google Pixel 10 Pro,92.8789
Google Pixel 10 Pro,92.2272
Google Pixel 10 Pro,92.8088
Google Pixel 10 Pro,92.463
Google Pixel 10 Pro,91.7
Google Pixel 10 Pro,93.4474
Google Pixel 10 Pro,93.1256
Google Pixel 10 Pro,92.4746
Google Pixel 10 Pro,91.3677
Google Pixel 10 Pro,91.6268
Google Pixel 10 Pro,92.8475
Google Pixel 10 Pro,93.2663
Google Pixel 10 Pro,92.5989
Google Pixel 10 Pro,94.395
Google Pixel 10 Pro,93.1807
Google Pixel 10 Pro,94.0801
Google Pixel 10 Pro,91.5368
Google Pixel 10 Pro,91.8015
Google Pixel 10 Pro,92.0748
Google Pixel 10 Pro,92.0963
Google Pixel 10 Pro,92.7466
Google Pixel 10 Pro,92.04
Google Pixel 10 Pro,93.743
Google Pixel 10 Pro,91.7225
Google Pixel 10 Pro,90.5646
Google Pixel 10 Pro,94.6758
Google Pixel 10 Pro,92.0365
Google Pixel 10 Pro,92.6038
Google Pixel 10 Pro,92.0196
Google Pixel 10 Pro,93.3257
Google Pixel 10 Pro,93.1755
Google Pixel 10 Pro,91.9638
Google Pixel 10 Pro,91.0143
Google Pixel 10 Pro,92.2638
Google Pixel 10 Pro,92.574
Google Pixel 10 Pro,91.4137
Google Pixel 10 Pro,91.9565
Google Pixel 10 Pro,93.5143
Google Pixel 10 Pro,93.1117
Google Pixel 10 Pro,93.2306
Google Pixel 10 Pro,93.583
Google Pixel 10 Pro,92.8393
Google Pixel 10 Pro,92.1808
Google Pixel 10 Pro,93.7739
Google Pixel 10 Pro,93.7933
Google Pixel 10 Pro,92.1556
Google Pixel 10 Pro,94.139
Google Pixel 10 Pro,91.8868
Google Pixel 10 Pro,93.0958
Google Pixel 10 Pro,94.1307
Google Pixel 10 Pro,92.5818
Google Pixel 10 Pro,92.2855
Google Pixel 10 Pro,94.1385
Google Pixel 10 Pro,91.5098
Google Pixel 10 Pro,93.1769
Google Pixel 10 Pro,93.138
Google Pixel 10 Pro,92.3203
Google Pixel 10 Pro,91.4949
Google Pixel 10 Pro,92.58
Google Pixel 10 Pro,92.3125
Google Pixel 10 Pro,92.9131
Google Pixel 10 Pro,93.6047
Google Pixel 10 Pro,92.5075
Google Pixel 10 Pro,92.0543
Google Pixel 10 Pro,91.5215
Google Pixel 10 Pro,92.367
Google Pixel 10 Pro,91.6059
Google Pixel 10 Pro,92.2572
Google Pixel 10 Pro,92.967
Google Pixel 10 Pro,93.1024
Google Pixel 10 Pro,93.6098
Google Pixel 10 Pro,92.2957
Google Pixel 10 Pro,91.789
Google Pixel 10 Pro,93.4792
Google Pixel 10 Pro,91.5925
Google Pixel 10 Pro,91.8402
Google Pixel 10 Pro,93.0982
Google Pixel 10 Pro,93.0909
Google Pixel 10 Pro,93.7961
Google Pixel 10 Pro,92.3895
Google Pixel 10 Pro,91.0839
Google Pixel 10 Pro,91.2406
Google Pixel 10 Pro,93.0097
Google Pixel 10 Pro,91.6306
Google Pixel 10 Pro,93.4059
Google Pixel 10 Pro,90.5349
Google Pixel 10 Pro,93.089
Google Pixel 10 Pro,91.6377
Google Pixel 10 Pro,93.8242
Google Pixel 10 Pro,93.7029
Google Pixel 10 Pro,94.3271
Google Pixel 10 Pro,89.9466
Google Pixel 10 Pro,94.4603
Google Pixel 10 Pro,94.1644
Google Pixel 10 Pro,94.0244
Google Pixel 10 Pro,90.5757
Google Pixel 10 Pro,93.8725
Google Pixel 10 Pro,92.5355
Google Pixel 10 Pro,91.1175
Google Pixel 10 Pro,91.9548
Google Pixel 10 Pro,89.9703
Google Pixel 10 Pro,94.3498
Google Pixel 10 Pro,92.4038
Google Pixel 10 Pro,91.8212
Google Pixel 10 Pro,92.9592
Google Pixel 10 Pro,92.3278
Google Pixel 10 Pro,93.9744
Google Pixel 10 Pro,93.6378
Google Pixel 10 Pro,94.0419
Google Pixel 10 Pro,92.8946
Google Pixel 10 Pro,91.4462
Google Pixel 10 Pro,91.5902
Google Pixel 10 Pro,92.8729
Google Pixel 10 Pro,93.2085
Google Pixel 10 Pro,93.1024
Google Pixel 10 Pro,93.023
Google Pixel 10 Pro,92.5368
Google Pixel 10 Pro,92.2665
Google Pixel 10 Pro,93.3236
Google Pixel 10 Pro,94.3621
Google Pixel 10 Pro,92.7626
Google Pixel 10 Pro,95.2902
Google Pixel 10 Pro,93.0215
Google Pixel 10 Pro,93.5493
Google Pixel 10 Pro,92.0939
Google Pixel 10 Pro,93.5568
Google Pixel 10 Pro,89.3711
Google Pixel 10 Pro,93.3282
Google Pixel 10 Pro,90.4306
Google Pixel 10 Pro,94.9641
Google Pixel 10 Pro,91.3203
Google Pixel 10 Pro,91.9637
Google Pixel 10 Pro,94.8275
Google Pixel 10 Pro,91.8552
Google Pixel 10 Pro,92.2935
Google Pixel 10 Pro,93.2689
Google Pixel 10 Pro,93.3951
Google Pixel 10 Pro,92.6382
Google Pixel 10 Pro,92.971
Google Pixel 10 Pro,90.3611
Google Pixel 10 Pro,94.6948
Google Pixel 10 Pro,93.0363
Google Pixel 10 Pro,92.9448
Google Pixel 10 Pro,94.3805
Google Pixel 10 Pro,92.7345
Google Pixel 10 Pro,92.5732
Google Pixel 10 Pro,93.9389
Google Pixel 10 Pro,92.9597
Google Pixel 10 Pro,93.6331
Google Pixel 10 Pro,94.5047
Google Pixel 10 Pro,92.4999
Google Pixel 10 Pro,93.2415
Google Pixel 10 Pro,93.0314
Google Pixel 10 Pro,92.0162
Google Pixel 10 Pro,90.9672
Google Pixel 10 Pro,93.6006
Google Pixel 10 Pro,91.3962
Google Pixel 10 Pro,94.0269
Google Pixel 10 Pro,93.179
Google Pixel 10 Pro,93.8326
Google Pixel 10 Pro,91.7927
Google Pixel 10 Pro,92.3213
Google Pixel 10 Pro,93.7669
Google Pixel 10 Pro,93.0995
Google Pixel 10 Pro,93.7958
Google Pixel 10 Pro,94.1308
Google Pixel 10 Pro,92.5364
Google Pixel 10 Pro,92.6409
Google Pixel 10 Pro,92.1059
Google Pixel 10 Pro,90.2663
Google Pixel 10 Pro,93.4001
Google Pixel 10 Pro,93.7043
Google Pixel 10 Pro,93.8759
Google Pixel 10 Pro,93.4913
Google Pixel 10 Pro,93.0478
Google Pixel 10 Pro,93.0905
Google Pixel 10 Pro,92.2641
Google Pixel 10 Pro,95.2454
Google Pixel 10 Pro,93.7583
Google Pixel 10 Pro,92.801
Google Pixel 10 Pro,90.9595
Google Pixel 10 Pro,92.1768
Google Pixel 10 Pro,92.836
Google Pixel 10 Pro,94.1557
Google Pixel 10 Pro,93.1903
Google Pixel 10 Pro,91.2317
Google Pixel 10 Pro,92.4585
Google Pixel 10 Pro,92.7273
Google Pixel 10 Pro,94.0932
Google Pixel 10 Pro,92.3469
Google Pixel 10 Pro,93.4351
Google Pixel 10 Pro,92.5055
Google Pixel 10 Pro,91.9081
Google Pixel 10 Pro,94.3736
Google Pixel 10 Pro,94.1429
Google Pixel 10 Pro,93.3905
Google Pixel 10 Pro,91.9496
Google Pixel 10 Pro,92.5803
Google Pixel 10 Pro,91.5869
Google Pixel 10 Pro,91.4937
Google Pixel 10 Pro,93.1228
Google Pixel 10 Pro,94.0852
Google Pixel 10 Pro,94.3375
Google Pixel 10 Pro,91.7315
Google Pixel 10 Pro,92.497
Google Pixel 10 Pro,91.8789
Google Pixel 10 Pro,92.5783
Google Pixel 10 Pro,92.3317
Google Pixel 10 Pro,93.0551
Google Pixel 10 Pro,92.7457
Samsung Galaxy S26 Ultra,92.4521
Samsung Galaxy S26 Ultra,94.7011
Samsung Galaxy S26 Ultra,91.6045
Samsung Galaxy S26 Ultra,91.5718
Samsung Galaxy S26 Ultra,90.5837
Samsung Galaxy S26 Ultra,92.2634
Samsung Galaxy S26 Ultra,93.8058
Samsung Galaxy S26 Ultra,91.8108
Samsung Galaxy S26 Ultra,92.5901
Samsung Galaxy S26 Ultra,92.7164
Samsung Galaxy S26 Ultra,91.936
Samsung Galaxy S26 Ultra,92.8918
Samsung Galaxy S26 Ultra,91.0545
Samsung Galaxy S26 Ultra,92.7161
Samsung Galaxy S26 Ultra,92.0712
Samsung Galaxy S26 Ultra,93.5657
Samsung Galaxy S26 Ultra,92.5711
Samsung Galaxy S26 Ultra,92.5582
Samsung Galaxy S26 Ultra,93.2617
Samsung Galaxy S26 Ultra,89.956
Samsung Galaxy S26 Ultra,92.5642
Samsung Galaxy S26 Ultra,90.5273
Samsung Galaxy S26 Ultra,88.6166
Samsung Galaxy S26 Ultra,93.2476
Samsung Galaxy S26 Ultra,90.8532
Samsung Galaxy S26 Ultra,93.1297
Samsung Galaxy S26 Ultra,90.7787
Samsung Galaxy S26 Ultra,93.5033
Samsung Galaxy S26 Ultra,93.1569
Samsung Galaxy S26 Ultra,94.0412
Samsung Galaxy S26 Ultra,93.3911
Samsung Galaxy S26 Ultra,91.8368
Samsung Galaxy S26 Ultra,93.3018
Samsung Galaxy S26 Ultra,92.8007
Samsung Galaxy S26 Ultra,93.3531
Samsung Galaxy S26 Ultra,92.3364
Samsung Galaxy S26 Ultra,90.471
Samsung Galaxy S26 Ultra,92.9706
Samsung Galaxy S26 Ultra,92.3771
Samsung Galaxy S26 Ultra,91.9109
Samsung Galaxy S26 Ultra,91.6048
Samsung Galaxy S26 Ultra,93.5816
Samsung Galaxy S26 Ultra,90.8767
Samsung Galaxy S26 Ultra,94.3278
Samsung Galaxy S26 Ultra,91.9029
Samsung Galaxy S26 Ultra,93.4168
Samsung Galaxy S26 Ultra,93.1517
Samsung Galaxy S26 Ultra,91.4194
Samsung Galaxy S26 Ultra,90.9262
Samsung Galaxy S26 Ultra,93.0748
Samsung Galaxy S26 Ultra,90.8535
Samsung Galaxy S26 Ultra,91.7261
Samsung Galaxy S26 Ultra,93.8919
Samsung Galaxy S26 Ultra,91.9431
Samsung Galaxy S26 Ultra,93.3838
Samsung Galaxy S26 Ultra,92.6509
Samsung Galaxy S26 Ultra,92.5764
Samsung Galaxy S26 Ultra,92.9642
Samsung Galaxy S26 Ultra,92.4915
Samsung Galaxy S26 Ultra,92.5402
Samsung Galaxy S26 Ultra,92.5292
Samsung Galaxy S26 Ultra,92.1377
Samsung Galaxy S26 Ultra,93.7362
Samsung Galaxy S26 Ultra,92.3416
Samsung Galaxy S26 Ultra,93.5374
Samsung Galaxy S26 Ultra,91.8801
Samsung Galaxy S26 Ultra,92.9046
Samsung Galaxy S26 Ultra,92.3348
Samsung Galaxy S26 Ultra,91.5509
Samsung Galaxy S26 Ultra,93.7974
Samsung Galaxy S26 Ultra,94.0703
Samsung Galaxy S26 Ultra,92.7664
Samsung Galaxy S26 Ultra,90.0508
Samsung Galaxy S26 Ultra,91.8157
Samsung Galaxy S26 Ultra,91.6708
Samsung Galaxy S26 Ultra,91.025
Samsung Galaxy S26 Ultra,93.2953
Samsung Galaxy S26 Ultra,91.7333
Samsung Galaxy S26 Ultra,91.9445
Samsung Galaxy S26 Ultra,91.4855
Samsung Galaxy S26 Ultra,93.0724
Samsung Galaxy S26 Ultra,91.6656
Samsung Galaxy S26 Ultra,90.5806
Samsung Galaxy S26 Ultra,93.4578
Samsung Galaxy S26 Ultra,91.2607
Samsung Galaxy S26 Ultra,92.8565
Samsung Galaxy S26 Ultra,91.2541
Samsung Galaxy S26 Ultra,92.1764
Samsung Galaxy S26 Ultra,92.441
Samsung Galaxy S26 Ultra,93.0109
Samsung Galaxy S26 Ultra,92.2176
Samsung Galaxy S26 Ultra,93.9387
Samsung Galaxy S26 Ultra,92.8782
Samsung Galaxy S26 Ultra,91.9285
Samsung Galaxy S26 Ultra,92.0872
Samsung Galaxy S26 Ultra,94.6231
Samsung Galaxy S26 Ultra,90.5902
Samsung Galaxy S26 Ultra,91.7196
Samsung Galaxy S26 Ultra,93.1915
Samsung Galaxy S26 Ultra,90.865
Samsung Galaxy S26 Ultra,91.2993
Samsung Galaxy S26 Ultra,92.3459
Samsung Galaxy S26 Ultra,92.4574
Samsung Galaxy S26 Ultra,90.7764
Samsung Galaxy S26 Ultra,94.7315
Samsung Galaxy S26 Ultra,92.0742
Samsung Galaxy S26 Ultra,93.9114
Samsung Galaxy S26 Ultra,92.0351
Samsung Galaxy S26 Ultra,91.2289
Samsung Galaxy S26 Ultra,92.7289
Samsung Galaxy S26 Ultra,90.9398
Samsung Galaxy S26 Ultra,91.0724
Samsung Galaxy S26 Ultra,92.9152
Samsung Galaxy S26 Ultra,91.0556
Samsung Galaxy S26 Ultra,92.48
Samsung Galaxy S26 Ultra,92.2684
Samsung Galaxy S26 Ultra,93.7707
Samsung Galaxy S26 Ultra,92.3888
Samsung Galaxy S26 Ultra,94.7887
Samsung Galaxy S26 Ultra,91.5919
Samsung Galaxy S26 Ultra,90.8863
Samsung Galaxy S26 Ultra,93.8355
Samsung Galaxy S26 Ultra,92.8503
Samsung Galaxy S26 Ultra,91.0511
Samsung Galaxy S26 Ultra,90.6874
Samsung Galaxy S26 Ultra,91.5753
Samsung Galaxy S26 Ultra,94.4595
Samsung Galaxy S26 Ultra,91.1437
Samsung Galaxy S26 Ultra,89.2628
Samsung Galaxy S26 Ultra,92.4429
Samsung Galaxy S26 Ultra,92.0671
Samsung Galaxy S26 Ultra,92.7957
Samsung Galaxy S26 Ultra,93.3838
Samsung Galaxy S26 Ultra,92.5507
Samsung Galaxy S26 Ultra,91.714
Samsung Galaxy S26 Ultra,90.4667
Samsung Galaxy S26 Ultra,91.8866
Samsung Galaxy S26 Ultra,93.2038
Samsung Galaxy S26 Ultra,91.8009
Samsung Galaxy S26 Ultra,92.5708
Samsung Galaxy S26 Ultra,91.1132
Samsung Galaxy S26 Ultra,91.7235
Samsung Galaxy S26 Ultra,90.0251
Samsung Galaxy S26 Ultra,92.441
Samsung Galaxy S26 Ultra,91.171
Samsung Galaxy S26 Ultra,92.4283
Samsung Galaxy S26 Ultra,92.7642
Samsung Galaxy S26 Ultra,90.1378
Samsung Galaxy S26 Ultra,92.79
Samsung Galaxy S26 Ultra,93.5021
Samsung Galaxy S26 Ultra,93.4189
Samsung Galaxy S26 Ultra,94.9909
Samsung Galaxy S26 Ultra,91.0815
Samsung Galaxy S26 Ultra,92.7247
Samsung Galaxy S26 Ultra,92.8364
Samsung Galaxy S26 Ultra,92.2659
Samsung Galaxy S26 Ultra,94.7666
Samsung Galaxy S26 Ultra,92.8325
Samsung Galaxy S26 Ultra,91.5932
Samsung Galaxy S26 Ultra,92.6984
Samsung Galaxy S26 Ultra,92.3202
Samsung Galaxy S26 Ultra,94.4346
Samsung Galaxy S26 Ultra,92.8299
Samsung Galaxy S26 Ultra,91.0845
Samsung Galaxy S26 Ultra,91.5892
Samsung Galaxy S26 Ultra,93.3369
Samsung Galaxy S26 Ultra,91.1797
Samsung Galaxy S26 Ultra,92.3595
Samsung Galaxy S26 Ultra,92.9339
Samsung Galaxy S26 Ultra,91.8045
Samsung Galaxy S26 Ultra,93.9961
Samsung Galaxy S26 Ultra,92.1228
Samsung Galaxy S26 Ultra,91.9356
Samsung Galaxy S26 Ultra,91.8724
Samsung Galaxy S26 Ultra,90.5358
Samsung Galaxy S26 Ultra,93.2461
Samsung Galaxy S26 Ultra,91.429
Samsung Galaxy S26 Ultra,91.381
Samsung Galaxy S26 Ultra,93.5159
Samsung Galaxy S26 Ultra,91.1659
Samsung Galaxy S26 Ultra,92.9106
Samsung Galaxy S26 Ultra,93.0748
Samsung Galaxy S26 Ultra,91.7614
Samsung Galaxy S26 Ultra,92.5823
Samsung Galaxy S26 Ultra,89.9496
Samsung Galaxy S26 Ultra,91.5559
Samsung Galaxy S26 Ultra,93.2427
Samsung Galaxy S26 Ultra,90.2478
Samsung Galaxy S26 Ultra,93.773
Samsung Galaxy S26 Ultra,91.399
Samsung Galaxy S26 Ultra,91.3799
Samsung Galaxy S26 Ultra,92.337
Samsung Galaxy S26 Ultra,90.9739
Samsung Galaxy S26 Ultra,93.5074
Samsung Galaxy S26 Ultra,91.1192
Samsung Galaxy S26 Ultra,94.5955
Samsung Galaxy S26 Ultra,93.0005
Samsung Galaxy S26 Ultra,92.2412
Samsung Galaxy S26 Ultra,90.5611
Samsung Galaxy S26 Ultra,92.675
Samsung Galaxy S26 Ultra,91.3042
Samsung Galaxy S26 Ultra,93.547
Samsung Galaxy S26 Ultra,90.7196
Samsung Galaxy S26 Ultra,92.4697
Samsung Galaxy S26 Ultra,92.0957
Samsung Galaxy S26 Ultra,92.882
Samsung Galaxy S26 Ultra,91.6267
Samsung Galaxy S26 Ultra,92.4439
Samsung Galaxy S26 Ultra,91.551
Samsung Galaxy S26 Ultra,91.2222
Samsung Galaxy S26 Ultra,94.1039
Samsung Galaxy S26 Ultra,91.6954
Samsung Galaxy S26 Ultra,93.3833
Samsung Galaxy S26 Ultra,92.6322
Samsung Galaxy S26 Ultra,93.9335
Samsung Galaxy S26 Ultra,92.2779
Samsung Galaxy S26 Ultra,92.6509
Samsung Galaxy S26 Ultra,92.4514
Samsung Galaxy S26 Ultra,91.3429
Samsung Galaxy S26 Ultra,89.1187
Samsung Galaxy S26 Ultra,91.3643
Samsung Galaxy S26 Ultra,91.3455
Samsung Galaxy S26 Ultra,92.5784
Samsung Galaxy S26 Ultra,93.9423
Samsung Galaxy S26 Ultra,93.5591
Samsung Galaxy S26 Ultra,92.4195
Samsung Galaxy S26 Ultra,90.5079
Samsung Galaxy S26 Ultra,92.7265
Samsung Galaxy S26 Ultra,92.6897
Samsung Galaxy S26 Ultra,91.6489
Samsung Galaxy S26 Ultra,91.6279
Samsung Galaxy S26 Ultra,92.7199
Samsung Galaxy S26 Ultra,92.7598
Samsung Galaxy S26 Ultra,91.6628
Samsung Galaxy S26 Ultra,93.2232
Samsung Galaxy S26 Ultra,91.8388
Samsung Galaxy S26 Ultra,93.6178
Samsung Galaxy S26 Ultra,92.3908
Samsung Galaxy S26 Ultra,90.7822
Samsung Galaxy S26 Ultra,93.6175
Samsung Galaxy S26 Ultra,91.7542
Samsung Galaxy S26 Ultra,91.3552
Samsung Galaxy S26 Ultra,91.9542
Samsung Galaxy S26 Ultra,91.558
Samsung Galaxy S26 Ultra,91.9303
Samsung Galaxy S26 Ultra,91.6949
Samsung Galaxy S26 Ultra,92.7233
Samsung Galaxy S26 Ultra,89.1588
Samsung Galaxy S26 Ultra,92.0402
Samsung Galaxy S26 Ultra,92.8779
Samsung Galaxy S26 Ultra,90.2758
Samsung Galaxy S26 Ultra,90.9123
Samsung Galaxy S26 Ultra,91.2928
Samsung Galaxy S26 Ultra,91.5257
Samsung Galaxy S26 Ultra,92.9834
Samsung Galaxy S26 Ultra,90.6464
Samsung Galaxy S26 Ultra,91.7196
Samsung Galaxy S26 Ultra,89.9928
Samsung Galaxy S26 Ultra,91.8619
Samsung Galaxy S26 Ultra,92.4886
Samsung Galaxy S26 Ultra,93.4667
Samsung Galaxy S26 Ultra,92.2801
Samsung Galaxy S26 Ultra,93.5811
Samsung Galaxy S26 Ultra,94.1909
Samsung Galaxy S26 Ultra,93.0684
Samsung Galaxy S26 Ultra,94.0376
Samsung Galaxy S26 Ultra,93.5406
Samsung Galaxy S26 Ultra,92.2078
Samsung Galaxy S26 Ultra,93.3553
Samsung Galaxy S26 Ultra,92.9687
Samsung Galaxy S26 Ultra,92.4919
Samsung Galaxy S26 Ultra,92.6494
Samsung Galaxy S26 Ultra,91.2625
Samsung Galaxy S26 Ultra,91.9737
Samsung Galaxy S26 Ultra,93.2581
Samsung Galaxy S26 Ultra,91.2635
